名稱,斷詞結果_0,斷詞結果_1,斷詞結果_2,斷詞結果_3,斷詞結果_4,斷詞結果_5,斷詞結果_6,斷詞結果_7,斷詞結果_8,斷詞結果_9,斷詞結果_10,斷詞結果_11,斷詞結果_12,斷詞結果_13,斷詞結果_14,斷詞結果_15,斷詞結果_16,斷詞結果_17,斷詞結果_18,斷詞結果_19,斷詞結果_20,斷詞結果_21,斷詞結果_22,斷詞結果_23,斷詞結果_24,斷詞結果_25,斷詞結果_26,斷詞結果_27,斷詞結果_28,斷詞結果_29,斷詞結果_30,斷詞結果_31,斷詞結果_32,斷詞結果_33,斷詞結果_34,斷詞結果_35,斷詞結果_36,斷詞結果_37,斷詞結果_38,斷詞結果_39,斷詞結果_40,斷詞結果_41,斷詞結果_42,斷詞結果_43,斷詞結果_44,斷詞結果_45,斷詞結果_46,斷詞結果_47,斷詞結果_48,斷詞結果_49,斷詞結果_50,斷詞結果_51,斷詞結果_52,斷詞結果_53,斷詞結果_54
製造業產品環境足跡與資源永續推動計畫-產品環境足跡示範輔導(契約編號:108121705-I),製造業,產品,環境,足跡,與,資源,永續,推動,計畫,-,產品,環境,足跡,示範,輔導,(,契約,編號,:,108121705-I,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中國石油化學工業開發股份有限公司ISO14067碳足跡認證,中國,石油,化學,工業,開發,股份,有限公司,ISO,14067,碳,足跡,認證,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
農趣運銷，食在安心-在地小農好食生活圈計畫,農趣,運銷,，,食,在,安心,-,在地,小,農,好食,生活圈,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance　Evaluation　of　QZSS　L5S　Signal　in　Asia-Oceania　Region,Performance　Evaluation　of　QZSS　L5S　Signal　in　Asia-Oceania　,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
反應產物共20批委託分析檢測(採購單號:3000597706),反應,產物,共,20,批,委託,分析,檢測,(,採購,單號,:3000597706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
具耐熱壓性能之異材質預鑄混凝土塊研發計畫,具,耐熱壓,性能,之,異材質,預鑄,混凝土塊,研發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土壤地下水處理-淋洗廢水處理技術開發,土壤,地下水,處理,-,淋洗,廢水,處理,技術,開發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost-effectiveness　of　Isavuconazole　for　the　Treatment　of　Patients　with　Possible　Invasive　Aspergillosis　in　Taiwan(採購訂單︰8502334736/7805),Cost-effectiveness　of　Isavuconazole　for　the　Treatment　of　,Patients　with　,Possible　,Invasive　Aspergillosis　in　,Taiwan,(,採購,訂單,︰,8502334736,/,7805,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中鋼新建煤礦封閉式建築及輸送設備減量成效研究計畫,中鋼,新建,煤礦,封閉式,建築,及,輸送,設備,減,量,成效,研究,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
電子顯微鏡及背向散射繞射應用分析研討會,電子,顯微鏡,及,背向,散射,繞射,應用,分析,研討會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台灣東方海外股份有限公司-OOCL高雄貨櫃中心(KAOCT)ISO　45001:2018轉版輔導,台灣,東方,海外,股份,有限公司,-OOCL,高雄,貨櫃,中心,(,KAOCT,),ISO　,45001:2018,轉版,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108年臺南市小黃公車推動規劃研究,108年,臺南市,小黃,公車,推動,規劃,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醫用可降解型鎂骨板與鎂支架研發計畫,醫用,可,降解,型,鎂,骨板,與,鎂,支架,研發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建築研究所防火性能實驗輔導,建築,研究所,防火,性能,實驗,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建大工業股份有限公司雲林廠清潔生產評估系統更新輔導,建,大,工業,股份,有限公司,雲林廠,清潔,生產,評估,系統,更新,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108年度企業人力資源提升計畫-佳大建材工業股份有限公司之循環經濟教育訓練,108年度,企業,人力,資源,提升,計畫,-,佳大,建材,工業,股份,有限公司,之,循環,經濟,教育,訓練,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
以數值模擬預測煙道氣熱回收系統管路壓損與後續調整,以,數值,模擬,預測,煙道,氣熱,回收,系統,管路,壓損,與,後續,調整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
市定古蹟嘉南大圳曾文溪渡槽橋修復工程工作報告書,市定,古蹟,嘉南,大圳,曾文溪,渡槽橋,修復,工程,工作,報告書,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁杰義-建築用防火門及遮煙性能檢測專案,仁杰義,-,建築用,防火門,及,遮煙,性能,檢測,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自行車磁阻式訓練平台之研究,自行車,磁阻式,訓練,平台,之,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國泰化工廠股份有限公司2019年企業社會責任(CSR)報告書輔導,國泰,化工廠,股份,有限公司,2019年,企業,社會,責任,(,CSR,),報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC封裝用感光性聚醯亞胺材料之開發研究　,IC,封裝用,感光性,聚醯亞胺,材料,之,開發,研究,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108年臺南市住商節電行動-服務業節能技術推廣計畫委託專業服務案,108年,臺南市,住商,節電,行動,-,服務業,節能,技術,推廣,計畫,委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國定古蹟專業輔導團(嘉義縣、嘉義市及臺南市)委託專業服務案,國定,古蹟,專業,輔導團,(,嘉義縣,、,嘉義市,及,臺南市,),委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大鵬灣國家風景區109年度海岸氣象資訊整合計畫,大鵬灣,國家,風景區,109年度,海岸,氣象,資訊,整合,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新安東京海上產物保險(股)公司2019年企業社會責任(CSR)報告書輔導,新安,東京,海,上,產物,保險,(,股,),公司,2019年,企業,社會,責任,(,CSR,),報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲嘉海岸(外傘頂洲)侵退防治研究委託專業服務案(NAMR19026),雲嘉,海岸,(,外傘,頂洲,),侵退,防治,研究,委託,專業,服務案,(,NAMR,19026,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東台精機股份有限公司ISO50001:2018能源管理系統改版輔導計畫,東台,精機,股份,有限公司,ISO,50001:2018,能源,管理,系統,改版,輔導,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109年度古蹟歷史建築紀念建築分區專業服務中心(三區)委託專業服務案,109年度,古蹟,歷史,建築,紀念,建築,分區,專業,服務,中心,(,三,區,),委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺灣北段山區地下水資源調查與評估(3/4),臺灣,北段,山區,地下水,資源,調查,與,評估,(,3/4,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
研發與學術合作整合服務等7項(採購案號︰XW09043P043-CS),研發,與,學術,合作,整合,服務,等,7,項,(,採購,案號,︰,XW09043,P,043-CS,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固體介質戴奧辛快篩檢驗分析,固體,介質,戴奧辛,快篩,檢驗,分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
緯穎科技服務股份有限公司2019年企業社會責任(CSR)報告書輔導,緯穎,科技,服務,股份,有限公司,2019年,企業,社會,責任,(,CSR,),報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
統一企業股份有限公司麥香飲料系列產品碳足跡暨碳標籤更新輔導,統一,企業,股份,有限公司,麥香,飲料,系列,產品,碳足跡,暨,碳標籤,更新,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建構臺灣海象及氣象災防環境服務系統-109年度海象災防應用技術發展(4/4),建構,臺灣,海象,及,氣象,災防,環境,服務,系統,-,109年度,海象,災防,應用,技術,發展,(,4/4,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109年國道1號大雅至大林路段瀝青混凝土路面整修工程-SMA鋪面檢測評估,109年,國道,1號,大雅,至,大林,路段,瀝青,混凝土,路面,整修,工程,-SMA,鋪面,檢測,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定污染源空氣污染物連續自動監測設施制度管理推動及資訊系統更新計畫,固定,污染源,空氣,污染物,連續,自動,監測,設施,制度,管理,推動,及,資訊,系統,更新,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建構富砷地下水及農地土壤砷濃度預警管理機制計畫-樣區篩選規劃與檢測結果評析暨顧問諮詢工作,建構,富,砷,地下水,及,農地,土壤砷,濃度,預警,管理,機制,計畫,-,樣區,篩選,規劃,與,檢測,結果,評析,暨,顧問,諮詢,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109年中區大用水戶輔導節水工作計畫提供效率用水推動輔導服務,109年,中區,大,用水戶,輔導,節水,工作,計畫,提供,效率,用水,推動,輔導,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020~2022年度高鐵車站組織型溫室氣體暨2020年度高速鐵路運輸服務產品碳足跡盤查及查證工作,2020,~,2022年度,高鐵,車站,組織型,溫室,氣體,暨,2020年度,高速,鐵路,運輸,服務,產品,碳,足跡,盤查,及,查證,工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109年度布袋鹽田濕地第九區基礎調查監測,109年度,布袋,鹽田,濕地,第九,區,基礎,調查,監測,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氣凝膠芯材之建築用防火門耐火性能試驗,氣凝膠,芯材,之,建築用,防火門,耐火,性能,試驗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金亞-建築用防火門及遮煙性能檢測專案,金亞,-,建築用,防火門,及,遮煙,性能,檢測,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
異型光纖雷射光結合器模擬,異型,光纖,雷射光,結合器,模擬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
傳統藝術資料詮釋暨物件徵集計畫(案號︰1092206),傳統,藝術,資料,詮釋,暨,物件,徵集,計畫,(,案號,︰,1092206,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南部區域氣候變遷趨勢水文情境及不確定性探討　,南部,區域,氣候,變遷,趨勢,水文,情境,及,不確定性,探討,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北部區域氣候變遷趨勢水文情境及不確定性探討　,北部,區域,氣候,變遷,趨勢,水文,情境,及,不確定性,探討,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB-SAR監測系統技術整合研發,GB-SAR,監測,系統,技術,整合,研發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
建物與地表變形監測人力與技術育成,建物,與,地表,變形,監測,人力,與,技術,育成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
樣品鈣濃度分析共30個樣品,樣品,鈣,濃度,分析,共,30,個,樣品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-110年度曾文溪口重要濕地（國際級）生態及水質基礎調查計畫,109-,110年度,曾文,溪口,重要,濕地,（,國際級,）,生態,及,水質,基礎,調查,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氮化鎵/氮化鋁鎵元件可靠度之研析,氮化鎵,/,氮化鋁鎵,元件,可靠度,之,研析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二維音波溫度感測系統介面優化與整合(合約編號︰09T7D-RE23),二,維,音波,溫度,感測,系統,介面,優化,與,整合,(,合約,編號,︰,09,T7D-RE23,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臺北市產業發展研發補助計畫-Say　Cheese!推動乳酪產業在地發展創新服務研發計畫,臺北市,產業,發展,研發,補助,計畫,-Say　,Cheese,!,推動,乳酪,產業,在,地,發展,創新,服務,研發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台頂顧問股份有限公司「109年臺灣港群溫室氣體自主盤查作業暨減量措施委託研究-臺灣港務總公司暨高雄分公司,台頂,顧問,股份,有限公司,「,109年,臺灣,港群,溫室,氣體,自主,盤查,作業,暨,減,量,措施,委託,研究,-,臺灣,港務,總公司,暨,高雄,分公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「智慧電網及虛擬電廠」技術諮詢服務,「,智慧,電網,及,虛擬,電廠,」,技術,諮詢,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
企業經營管理學苑人才培訓班-管理顧問班109級B班,企業,經營,管理,學苑,人才,培訓班,-,管理,顧問班,109,級,B班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
企業經營管理學苑人才培訓班-行銷管理實務109級A班,企業,經營,管理,學苑,人才,培訓班,-,行銷,管理,實務,109,級,A,班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
超音速高溫粒子衝擊流對熱防護材料燒蝕及沖蝕計算研究(二)(契約編號︰XB09111P921PE-CS),超音速,高溫,粒子,衝擊流,對,熱,防護,材料,燒蝕,及,沖蝕,計算,研究,(二),(,契約,編號,︰,XB09111,P,921,PE-CS,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屏東縣微生物菌種資材中心培訓計畫,屏東縣,微生物,菌種,資材,中心,培訓,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
室內行車定位與地磁指紋採集(GNSS/INS/VO),室,內,行車,定位,與,地磁,指紋,採集,(,GNSS/INS/VO,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
健康風險評估專責人員訓練計畫,健康,風險,評估,專責,人員,訓練,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血小板凝集抑制(Platelet　Aggregation　Inhibition)檢測,血小板,凝集,抑制,(,Platelet　Aggregation　Inhibition,),檢測,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高功率高節能防震耐腐蝕LED水上集魚燈計畫-類鑽碳抗腐蝕鍍層開發計畫,高功率,高節,能,防,震耐,腐蝕,LED,水上,集,魚燈,計畫,-,類,鑽碳,抗,腐蝕,鍍層,開發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高功率高節能防震耐腐蝕LED水上集魚燈計畫-鰭片散熱機構委託驗證與研究開發計畫,高功率,高節,能,防,震耐,腐蝕,LED,水上,集,魚燈,計畫,-,鰭片,散熱,機構,委託,驗證,與,研究,開發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘉義縣生態檢核工作計畫(107年度),嘉義縣,生態,檢核,工作,計畫,(,107年度,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
具高耐風性能之建築外殼用金屬擴張網系統研發計畫,具,高耐風,性能,之,建築,外殼,用,金屬,擴張網,系統,研發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安平暨鯤鯓歷史街區計畫擬定,安平,暨,鯤鯓,歷史,街區,計畫,擬定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
升降機乘場門組件防火性能研究與試驗,升降,機乘場,門,組件,防火,性能,研究,與,試驗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水質樣本陽離子IC及陰離子IC分析(採購單號︰3000639329),水質,樣本,陽,離子,IC,及,陰離子,IC,分析,(,採購,單號,︰,3000639329,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
技術輔導合同,技術,輔導,合同,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109年度企業人力資源提升計畫-佳大建材工業股份有限公司之循環經濟教育訓練,109年度,企業,人力,資源,提升,計畫,-,佳大,建材,工業,股份,有限公司,之,循環,經濟,教育,訓練,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
興南事業體改善計畫,興南,事業體,改善,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300kW實務操作示範爐的純氧燃燒性能及污染排放分析檢測,300,kW,實務,操作,示範爐,的,純,氧,燃燒,性能,及,污染,排放,分析,檢測,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
經濟部工業局_109資訊服務機構服務能量登錄申請,經濟部,工業局,_109,資訊,服務,機構,服務,能量,登錄,申請,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生活藝術與管理專班第109級B班(三期),生活,藝術,與,管理,專班,第109,級,B,班,(,三,期,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台頂顧問股份有限公司「109　年推動臺南市產品碳足跡揭露暨溫室氣體排放源應盤查登錄對象現地查核計畫」,台頂,顧問,股份,有限公司,「,109,　年,推動,臺南市,產品,碳足跡,揭露,暨,溫室,氣體,排放源,應,盤查,登錄,對象,現,地,查核,計畫,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC加工使用智能濾淨加壓出水機產品開發計劃,CNC,加工,使用,智能,濾淨,加壓,出水機,產品,開發,計劃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL-IN-ONE　IC智能檢測包裝機台開發計畫,ALL-IN-ONE　IC,智能,檢測,包裝,機台,開發,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智慧能源管理系統升級擴充案-AI能源管理規劃,智慧,能源,管理,系統,升級,擴充案,-AI,能源,管理,規劃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
億光電子工業股份有限公司2020年度企業社會責任報告書輔導,億光,電子,工業,股份,有限公司,2020年度,企業,社會,責任,報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「道路交通標誌變異驗證資料集」委託研究採購案,「,道路,交通,標誌,變異,驗證,資料集,」,委託,研究,採購案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
針對人和猴內皮細胞用流式細胞儀(FACS)檢測整合素(αvβ3,針對,人,和,猴,內皮,細胞,用流式,細胞儀,(,FACS,),檢測,整合素,(,αvβ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智慧能源管理系統升級擴充案-AI能源管理規劃,智慧,能源,管理,系統,升級,擴充案,-AI,能源,管理,規劃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金亞-建築用防火門及遮煙性能檢測專案,金亞,-,建築用,防火門,及,遮煙,性能,檢測,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
直驅永磁複合馬達共同開發設計,直驅,永磁,複合,馬達,共同,開發,設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
采鈺科技股份有限公司生命週期評估/碳足跡/水足跡輔導,采鈺,科技,股份,有限公司,生命,週期,評估,/,碳足跡,/,水足跡,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國泰化工廠股份有限公司CSR撰寫協作資訊服務,國泰化工廠,股份,有限公司,CSR,撰寫,協作,資訊,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
興達電廠第二期更新改建計畫燃料供應可行性研究-鄰近海域波流場及漂沙數值模式建立及評估委託技術服務,興達,電廠,第二,期,更新,改建,計畫,燃料,供應,可行性,研究,-,鄰近,海域,波流場,及,漂沙,數值,模式,建立,及,評估,委託,技術,服務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
駿旺-建築用防火門及遮煙性能檢測專案,駿旺,-,建築用,防火門,及,遮煙,性能,檢測,專案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
探討基因工程改造之rhFGF1對糖尿病動物其降血糖及攝食行為影響,探討,基因,工程,改造,之,rhFGF1,對,糖尿病,動物,其,降,血糖,及,攝食,行為,影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110年大規模崩塌潛勢區雨量警戒發布及疏散避難資料整備,110年,大規模,崩塌,潛勢區,雨量,警戒,發布,及,疏散,避難,資料,整備,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
塗佈機及輥壓機儀器設備使用,塗佈機,及,輥壓機,儀器,設備,使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
科研產業化平台計畫輔導案,科研,產業化,平台,計畫,輔導案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氣候變遷下大規模崩塌防減災計畫第一期總結評估,氣候,變遷,下,大規模,崩塌,防,減災,計畫,第一,期,總結,評估,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
領導廠商深度訪談及綜合分析報告(採購單號:3000656357),領導,廠商,深度,訪談,及,綜合,分析,報告,(,採購,單號,:3000656357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
從焊材高銅廢水回收銅之研究,從,焊材,高銅,廢水,回收,銅,之,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110年度臺灣藥事論壇線上課程,110年度,臺灣,藥事,論壇,線上,課程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奇美實業股份有限公司優質企業(AEO)制度輔導建置,奇美,實業,股份,有限公司,優質,企業,(,AEO,),制度,輔導,建置,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
力晶積成電子製造股份有限公司企業社會責任報告書(2020年版)建置,力,晶積成,電子,製造,股份,有限公司,企業,社會,責任,報告書,(,2020年版,),建置,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
離岸風力發電計畫之離岸結構設計程式開發與分析,離岸,風力,發電,計畫,之,離岸,結構,設計,程式,開發,與,分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西南海域水文浮標觀測系統建置及維運委託專業服務案,西南,海域,水文,浮標,觀測,系統,建置,及,維運,委託,專業,服務案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110年度企業人力資源提升計畫-華新麗華股份有限公司之循環經濟教育訓練,110年度,企業,人力,資源,提升,計畫,-,華新,麗華,股份,有限公司,之,循環,經濟,教育,訓練,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
造粒富氧炭材(採購單號︰3000660692),造,粒,富氧,炭材,(,採購,單號,︰,3000660692,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行銷管理實務班110級A班,行銷,管理,實務班,110,級,A,班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四維航業股份有限公司2020年企業社會責任(CSR)報告書輔導,四維,航業,股份,有限公司,2020年,企業,社會,責任,(,CSR,),報告書,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「東海豐污水處理單元操作條件最適化及RO濃縮液再利用可行性評估」委託研究計畫案,「,東海,豐,污水,處理,單元,操作,條件,最適化,及,RO,濃縮液,再,利用,可行性,評估,」,委託,研究,計畫案,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
含氯污染加強式生物復育技術試驗與管理措施研析計畫,含,氯,污染,加強式,生物,復育,技術,試驗,與,管理,措施,研析,計畫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chronic　Lymphocytic　Leukemia　　BIA　Project,Chronic　,Lymphocytic　,Leukemia　　BIA　,Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高玻璃轉移溫度及高熱安定性透明聚醯亞胺薄膜之開發研究　,高,玻璃,轉移,溫度,及,高熱,安定性,透明,聚醯亞胺,薄膜,之,開發,研究,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無人機遙測與空載光達數值地形資料計量分析,無,人,機,遙測,與,空載,光達,數值,地形,資料,計量,分析,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110年核電廠結構/設備受潛在地震之安全影響及因應管制技術研究,110年,核電廠,結構,/,設備,受,潛在,地震,之,安全,影響,及,因應,管制,技術,研究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
產品環境足跡推動計畫-產品環境足跡示範輔導,產品,環境,足跡,推動,計畫,-,產品,環境,足跡,示範,輔導,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2O低溫分解孔洞觸媒(採購單號︰3000666069),N2O,低溫,分解,孔洞,觸媒,(,採購,單號,︰,3000666069,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
